date,acc_temp,test_temp,rep,conc,obs,neonates,size_neonate,size_ephippia,size_adult,time_brood,brood_number,day,month,year
2019-04-04,20,15,1,0,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,0,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,0,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,0,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,0,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,0,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,0,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,0,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,0,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,0,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,0,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,0,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,0,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,0,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,0,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,0,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,0,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,0,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,0,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,0,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,0,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,15,1,4,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,4,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,4,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,4,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,4,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,4,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,4,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,4,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,4,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,4,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,4,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,4,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,4,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,4,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,4,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,4,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,4,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,4,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,4,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,4,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,4,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,15,1,6,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,6,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,6,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,6,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,6,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,6,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,6,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,6,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,6,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,6,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,6,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,6,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,6,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,6,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,6,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,6,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,6,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,6,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,6,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,6,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,6,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,15,1,9,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,9,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,9,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,9,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,9,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,9,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,9,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,9,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,9,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,9,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,9,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,9,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,9,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,9,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,9,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,9,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,9,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,9,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,9,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,9,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,9,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,15,1,13,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,13,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,13,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,13,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,13,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,13,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,13,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,13,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,13,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,13,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,13,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,13,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,13,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,13,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,13,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,13,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,13,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,13,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,13,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,13,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,13,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,15,1,20,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,20,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,20,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,20,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,20,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,20,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,20,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,20,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,20,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,20,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,20,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,20,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,20,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,20,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,20,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,20,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,20,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,20,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,20,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,20,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,20,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,15,1,30,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,30,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,30,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,30,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,30,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,30,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,30,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,30,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,30,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,30,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,30,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,30,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,30,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,30,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,30,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,30,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,30,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,30,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,30,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,30,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,30,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,15,1,44,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,44,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,44,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,44,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,44,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,44,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,44,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,44,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,44,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,44,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,44,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,44,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,44,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,44,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,44,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,44,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,44,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,44,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,44,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,44,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,44,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,15,1,67,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,67,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,67,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,67,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,67,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,67,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,67,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,67,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,67,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,67,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,67,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,67,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,67,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,67,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,67,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,67,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,67,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,67,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,67,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,67,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,67,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,15,1,100,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,15,2,100,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,15,1,100,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,15,3,100,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,15,2,100,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,15,3,100,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,15,1,100,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,20,1,100,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,20,2,100,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,20,1,100,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,20,3,100,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,20,2,100,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,20,3,100,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,20,1,100,start,NA,NA,NA,NA,,,12,4,2019
2019-04-04,20,25,1,100,start,NA,NA,NA,NA,,,4,4,2019
2019-04-09,20,25,2,100,start,NA,NA,NA,NA,,,9,4,2019
2019-04-09,25,25,1,100,start,NA,NA,NA,NA,,,9,4,2019
2019-04-10,20,25,3,100,start,NA,NA,NA,NA,,,10,4,2019
2019-04-11,25,25,2,100,start,NA,NA,NA,NA,,,11,4,2019
2019-04-12,25,25,3,100,start,NA,NA,NA,NA,,,12,4,2019
2019-04-12,15,25,1,100,start,NA,NA,NA,NA,,,12,4,2019
2019-04-13,20,25,1,6,neonates,5,0.909333333,NA,3.073333333,,,13,4,2019
2019-04-13,20,25,1,9,neonates,4,0.945,NA,2.9,,,13,4,2019
2019-04-13,20,25,1,13,neonates,5,0.916666667,NA,3.096666667,,,13,4,2019
2019-04-13,20,25,1,20,neonates,6,0.903333333,NA,3.056666667,,,13,4,2019
2019-04-13,20,25,1,44,neonates,5,0.920666667,NA,2.993333333,,,13,4,2019
2019-04-15,15,15,2,0,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,0,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,0,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,15,2,4,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,4,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,4,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,15,2,6,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,6,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,6,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,15,2,9,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,9,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,9,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,15,2,13,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,13,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,13,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,15,2,20,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,20,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,20,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,15,2,30,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,30,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,30,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,15,2,44,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,44,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,44,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,15,2,67,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,67,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,67,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,15,2,100,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,20,2,100,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,15,25,2,100,start,NA,NA,NA,NA,,,15,4,2019
2019-04-15,20,20,1,9,neonates,8,0.827916667,NA,2.766666667,,,15,4,2019
2019-04-15,20,20,1,13,neonates,6,0.945,NA,2.893333333,,,15,4,2019
2019-04-15,20,20,1,20,neonates,6,0.951666667,NA,3.03,,,15,4,2019
2019-04-15,20,20,1,44,neonates,3,1.023333333,NA,2.976666667,,,15,4,2019
2019-04-16,20,20,1,4,neonates,5,0.890666667,NA,2.733333333,,,16,4,2019
2019-04-16,20,20,1,6,neonates,7,0.898095238,NA,2.996666667,,,16,4,2019
2019-04-16,20,20,1,13,neonates,1,0.92,NA,3.086666667,,,16,4,2019
2019-04-16,20,20,1,30,neonates,7,0.959047619,NA,2.993333333,,,16,4,2019
2019-04-16,20,20,1,100,neonates,6,0.858333333,NA,2.71,,,16,4,2019
2019-04-16,20,25,1,4,neonates,2,0.976666667,NA,3.11,,,16,4,2019
2019-04-16,20,25,1,6,neonates,2,0.958333333,NA,2.98,,,16,4,2019
2019-04-16,20,25,1,13,neonates,3,0.983333333,NA,2.9,,,16,4,2019
2019-04-16,20,25,1,20,neonates,3,0.995555556,NA,3.116666667,,,16,4,2019
2019-04-13,20,25,1,6,neonates,5,0.909333333,NA,3.073333333,,,13,4,2019
2019-04-13,20,25,1,9,neonates,4,0.945,NA,2.9,,,13,4,2019
